type,coords
school,"[(127.0616588, 37.6370415), (127.0617862, 37.6370723), (127.0618888, 37.6368426), (127.0623748, 37.6369732), (127.0623488, 37.6370359), (127.0624125, 37.6370527), (127.0624408, 37.6369911), (127.0627735, 37.6370779), (127.0626615, 37.6373077), (127.0627912, 37.6373441), (127.0629646, 37.6369781), (127.0628395, 37.6369454), (127.0628195, 37.6369846), (127.0619349, 37.6367389), (127.0619511, 37.6366901), (127.0618251, 37.6366604), (127.0616588, 37.6370415)]"
school,"[(127.0635021, 37.6375587), (127.0645094, 37.6378319), (127.0646326, 37.6375611), (127.0645063, 37.637527), (127.0644293, 37.637705), (127.0636931, 37.6374952), (127.0638779, 37.6370757), (127.0637485, 37.6370366), (127.0635021, 37.6375587)]"
school,"[(127.0623853, 37.6440781), (127.0630258, 37.6442602), (127.0631886, 37.6438988), (127.0624596, 37.6436914), (127.0624242, 37.6437783), (127.0630364, 37.643952), (127.0629515, 37.6441397), (127.0624172, 37.6439912), (127.0623853, 37.6440781)]"
school,"[(126.9905616, 37.5600263), (126.9906295, 37.5601403), (126.9906385, 37.560137), (126.990822, 37.5600708), (126.990858, 37.5600578), (126.9908965, 37.5600439), (126.9908296, 37.5599274), (126.9905616, 37.5600263)]"
hospital,"[(126.9989042, 37.5620524), (126.9989431, 37.5620737), (126.998919, 37.562147), (126.9991027, 37.5621949), (126.9991711, 37.5621279), (126.9990062, 37.5619663), (126.9989042, 37.5620524)]"
kindergarten,"[(127.1637637, 37.5506432), (127.1638774, 37.5506491), (127.1638818, 37.5505779), (127.1637658, 37.5505715), (127.1637637, 37.5506432)]"
retail,"[(127.1654404, 37.5512057), (127.1656499, 37.5512106), (127.165675, 37.5508326), (127.1656771, 37.5507906), (127.1656807, 37.5507471), (127.1656869, 37.5506537), (127.1655637, 37.5506537), (127.1655575, 37.5507367), (127.1654651, 37.5507367), (127.1654404, 37.5512057)]"
kindergarten,"[(127.1659139, 37.5529671), (127.1661335, 37.5529703), (127.1661416, 37.552793), (127.1659221, 37.5527962), (127.1659139, 37.5529671)]"
hotel,"[(126.9796715, 37.5643777), (126.9796935, 37.56454), (126.9798056, 37.564531), (126.9798605, 37.5645334), (126.9799158, 37.5645416), (126.9799653, 37.5645524), (126.9800068, 37.5645663), (126.9800507, 37.5645853), (126.9800843, 37.5646062), (126.9801154, 37.5646327), (126.9801703, 37.5646933), (126.9803422, 37.5645974), (126.9802948, 37.5645392), (126.9802757, 37.5645063), (126.9802593, 37.5644677), (126.9802482, 37.5644282), (126.9802424, 37.5643925), (126.9802385, 37.5643548), (126.9802399, 37.5643219), (126.9802511, 37.5642856), (126.9802935, 37.5642078), (126.9800838, 37.5641429), (126.9800412, 37.564217), (126.9800108, 37.5642486), (126.9799821, 37.5642733), (126.9799517, 37.5642967), (126.9799206, 37.5643182), (126.9798847, 37.5643359), (126.9798336, 37.5643556), (126.9797905, 37.5643676), (126.9796715, 37.5643777)]"
hospital,"[(127.1570628, 37.5537461), (127.1570709, 37.5539008), (127.1576888, 37.5538654), (127.157697, 37.553975), (127.1580588, 37.5539588), (127.1579816, 37.5530886), (127.1576807, 37.5531015), (127.1576807, 37.5531692), (127.157327, 37.5531853), (127.1573636, 37.5535366), (127.1572538, 37.5535366), (127.157266, 37.5536913), (127.1573595, 37.5536881), (127.1573636, 37.5537332), (127.1570628, 37.5537461)]"
hospital,"[(127.1569201, 37.5522823), (127.156954, 37.5527977), (127.1571511, 37.5527928), (127.1571234, 37.5522775), (127.1569201, 37.5522823)]"
kindergarten,"[(127.169083, 37.5596875), (127.1691402, 37.5598217), (127.1692943, 37.5597801), (127.1692593, 37.5596774), (127.1691787, 37.5596986), (127.1691647, 37.5596672), (127.169083, 37.5596875)]"
hotel,"[(126.9705772, 37.566317), (126.9707575, 37.566542), (126.9709762, 37.5664319), (126.9708979, 37.5663341), (126.9709601, 37.5663028), (126.9709064, 37.5662359), (126.9709483, 37.5662148), (126.9709, 37.5661545), (126.9705772, 37.566317)]"
hospital,"[(126.9994925, 37.5610898), (126.9995016, 37.5611352), (126.9995135, 37.5611794), (126.99953, 37.5612173), (126.9995823, 37.5612822), (126.9998908, 37.5611716), (126.9997674, 37.5609473), (126.9996065, 37.5609994), (126.9995931, 37.5609792), (126.9995005, 37.5610121), (126.9995059, 37.561026), (126.9994938, 37.5610579), (126.9994925, 37.5610898)]"
hospital,"[(126.9988128, 37.5610441), (126.9988528, 37.5611372), (126.99887, 37.5611326), (126.9988861, 37.5611701), (126.9991248, 37.5611058), (126.9991901, 37.5612594), (126.9991941, 37.5612688), (126.9991613, 37.5612776), (126.9991762, 37.5613123), (126.9992437, 37.561469), (126.9993124, 37.561449), (126.9993482, 37.5614385), (126.9993792, 37.5614295), (126.9995017, 37.5613995), (126.9994438, 37.5612644), (126.9994276, 37.5612229), (126.9993403, 37.561023), (126.9993714, 37.5610146), (126.9993248, 37.5609061), (126.9988128, 37.5610441)]"
hospital,"[(126.9988899, 37.5612304), (126.9989595, 37.5613745), (126.9988931, 37.5613946), (126.9989236, 37.5614576), (126.9990818, 37.5614096), (126.9990547, 37.5613534), (126.9991131, 37.5613391), (126.9991101, 37.5613301), (126.9990912, 37.5612861), (126.9990436, 37.5611837), (126.9988899, 37.5612304)]"
hospital,"[(126.9992096, 37.5616494), (126.9993682, 37.5618922), (126.9995012, 37.5618376), (126.9995319, 37.5618846), (126.9995884, 37.5618614), (126.9996299, 37.561925), (126.9998106, 37.5618509), (126.9995463, 37.561446), (126.9994252, 37.5614956), (126.9993912, 37.5615096), (126.9993288, 37.5615352), (126.9993624, 37.5615867), (126.9992096, 37.5616494)]"
hospital,"[(126.9994276, 37.5612229), (126.9994438, 37.5612644), (126.9994944, 37.5612043), (126.9995135, 37.5611794), (126.9995016, 37.5611352), (126.9994754, 37.5611662), (126.9994276, 37.5612229)]"
hospital,"[(126.9993124, 37.561449), (126.9993517, 37.5614792), (126.9993912, 37.5615096), (126.9994252, 37.5614956), (126.9993873, 37.5614675), (126.9993482, 37.5614385), (126.9993124, 37.561449)]"
hospital,"[(126.9990912, 37.5612861), (126.9991101, 37.5613301), (126.9991459, 37.5613205), (126.9991762, 37.5613123), (126.9991613, 37.5612776), (126.9991941, 37.5612688), (126.9991901, 37.5612594), (126.9991321, 37.5612753), (126.9990912, 37.5612861)]"
hotel,"[(126.9796325, 37.5642679), (126.9796419, 37.5643022), (126.9796597, 37.5643244), (126.9796924, 37.5643448), (126.9797147, 37.564353), (126.9797463, 37.5643515), (126.9798037, 37.564348), (126.9798551, 37.5643347), (126.9799102, 37.5643083), (126.9799569, 37.5642791), (126.9799934, 37.5642433), (126.980021, 37.5642053), (126.9800357, 37.5641752), (126.9800395, 37.5641526), (126.9800297, 37.5641125), (126.9800084, 37.5640867), (126.9799622, 37.564067), (126.9799059, 37.5640667), (126.9798558, 37.5640791), (126.9798079, 37.5640974), (126.9797664, 37.5641214), (126.9797018, 37.5641685), (126.9796747, 37.5641945), (126.9796483, 37.5642272), (126.9796325, 37.5642679)]"
retail,"[(127.021589, 37.5148323), (127.0220852, 37.5149749), (127.0218975, 37.5147132), (127.021589, 37.5148323)]"
school,"[(127.1700694, 37.5497686), (127.1701385, 37.5498717), (127.1702808, 37.5498169), (127.1702686, 37.5497912), (127.1703052, 37.5497783), (127.1703174, 37.5498008), (127.1704271, 37.5497622), (127.1704149, 37.5497364), (127.1706182, 37.5496558), (127.1705613, 37.5495688), (127.1700694, 37.5497686)]"
school,"[(127.1693457, 37.5488951), (127.1699312, 37.5497654), (127.1700734, 37.5497009), (127.1694758, 37.54885), (127.1693457, 37.5488951)]"
school,"[(127.1693295, 37.5491884), (127.1697238, 37.5497299), (127.1698376, 37.5496848), (127.1696384, 37.5493979), (127.1694555, 37.5491304), (127.1693295, 37.5491884)]"
school,"[(127.1689717, 37.5480861), (127.1689758, 37.5483052), (127.1691425, 37.5485373), (127.1691059, 37.5485599), (127.1691547, 37.5486437), (127.1691912, 37.5486276), (127.1693051, 37.5488049), (127.169427, 37.548763), (127.1690977, 37.5482891), (127.1690937, 37.5480893), (127.1689717, 37.5480861)]"
school,"[(127.1694474, 37.548663), (127.1694921, 37.5487468), (127.1701832, 37.5484503), (127.1701304, 37.5483762), (127.1694474, 37.548663)]"
school,"[(127.1701588, 37.5483439), (127.1703092, 37.5485824), (127.1708012, 37.5483858), (127.1706426, 37.5481409), (127.1701588, 37.5483439)]"
school,"[(127.0542515, 37.4520624), (127.054267, 37.4520853), (127.0545685, 37.4522139), (127.0546162, 37.452199), (127.0546476, 37.4520649), (127.0546582, 37.4520197), (127.0546657, 37.451988), (127.0543538, 37.4518675), (127.054318, 37.4518811), (127.0542515, 37.4520624), (127.0547725, 37.4519549), (127.0547772, 37.4520152), (127.0547802, 37.4520613), (127.0547838, 37.4521106), (127.0547992, 37.4521601), (127.0547831, 37.452164), (127.0548454, 37.4523264), (127.0549112, 37.4523059), (127.0549559, 37.4524011), (127.0550923, 37.45236), (127.0549912, 37.4520912), (127.0551111, 37.4520427), (127.0552099, 37.4519848), (127.0553909, 37.4521323), (127.0554826, 37.4520707), (127.055445, 37.4520427), (127.0554803, 37.4519941), (127.0555226, 37.4520128), (127.055579, 37.4519307), (127.0551677, 37.4517391), (127.0551041, 37.4518149), (127.0550194, 37.4518877), (127.0549018, 37.4519339), (127.0547725, 37.4519549)]"
school,"[(127.0610722, 37.4537891), (127.0611189, 37.4539444), (127.0615657, 37.4538598), (127.0616887, 37.4542694), (127.0618765, 37.4542339), (127.0618651, 37.4541957), (127.0623158, 37.4541104), (127.0622486, 37.4538867), (127.062203, 37.4538954), (127.0621421, 37.4536929), (127.0617508, 37.4537671), (127.0617138, 37.4536439), (127.0619913, 37.4534638), (127.0618746, 37.4533505), (127.0615303, 37.453574), (127.0615202, 37.4536159), (127.0615605, 37.4537499), (127.0614908, 37.4537631), (127.0614757, 37.4537128), (127.0610722, 37.4537891)]"
school,"[(127.1743501, 37.5556805), (127.1747876, 37.5557733), (127.1748154, 37.5557074), (127.1748831, 37.5557171), (127.1748616, 37.5557831), (127.1749478, 37.5557953), (127.1749386, 37.555827), (127.175296, 37.5558954), (127.1753268, 37.5557977), (127.1750403, 37.5557391), (127.175105, 37.5555706), (127.1753237, 37.5556145), (127.1753145, 37.5556316), (127.175373, 37.5556439), (127.1753823, 37.5556194), (127.1754347, 37.5556243), (127.1754716, 37.5555242), (127.1754223, 37.5555193), (127.1754408, 37.5554729), (127.1747291, 37.5553312), (127.1746952, 37.5553288), (127.1746551, 37.5553361), (127.1746336, 37.5553459), (127.174612, 37.5553581), (127.1745843, 37.555446), (127.1749417, 37.5555315), (127.1749047, 37.5556512), (127.1748338, 37.5556365), (127.1748523, 37.5555926), (127.1744025, 37.5555095), (127.1743501, 37.5556805)]"
school,"[(127.1371538, 37.4613416), (127.1371744, 37.4613917), (127.1371897, 37.4614293), (127.1372268, 37.4615197), (127.1372909, 37.4615031), (127.137282, 37.4614813), (127.1373706, 37.4614585), (127.1373526, 37.4614147), (127.1374685, 37.4613847), (127.1374928, 37.4614437), (127.1376008, 37.4614158), (127.1376333, 37.4614952), (127.1372694, 37.4615893), (127.1373088, 37.4616854), (127.1376289, 37.4616027), (127.1376447, 37.4616411), (127.1377441, 37.4616154), (127.1377286, 37.4615776), (127.1379046, 37.4615322), (127.1378624, 37.4614294), (127.137732, 37.4614631), (127.1377011, 37.4613877), (127.1378761, 37.4613425), (127.1378531, 37.4612865), (127.1380298, 37.4612408), (127.1379833, 37.4611274), (127.1371538, 37.4613416)]"
school,"[(127.1478276, 37.4770437), (127.1478316, 37.4771808), (127.1480227, 37.4771744), (127.148037, 37.4771857), (127.1480532, 37.4772018), (127.1480695, 37.4772115), (127.1480979, 37.4772179), (127.1481223, 37.4772212), (127.1481467, 37.4772195), (127.1481853, 37.4772195), (127.1481878, 37.4772774), (127.1479805, 37.4772838), (127.1479561, 37.4772967), (127.1479439, 37.4773128), (127.1479602, 37.4775242), (127.1479744, 37.4775419), (127.1479947, 37.4775468), (127.1481797, 37.477579), (127.1482041, 37.477579), (127.1482264, 37.4775645), (127.1482529, 37.4774242), (127.1482996, 37.4774145), (127.1483443, 37.4775742), (127.1484907, 37.4775532), (127.1484857, 37.477537), (127.1484165, 37.4773148), (127.1484074, 37.4772854), (127.1484225, 37.4772812), (127.1484287, 37.4772953), (127.1487083, 37.4772391), (127.1487012, 37.477218), (127.1488074, 37.477197), (127.1487789, 37.4771163), (127.1487525, 37.4771211), (127.1487545, 37.4770969), (127.148785, 37.4770969), (127.1487789, 37.4770034), (127.1478276, 37.4770437)]"
school,"[(127.1489202, 37.4769622), (127.1489606, 37.4771282), (127.149239, 37.4770856), (127.1492289, 37.4770442), (127.1493346, 37.477028), (127.1493444, 37.477068), (127.1494385, 37.4770534), (127.1494862, 37.4772472), (127.1494107, 37.4772589), (127.1493947, 37.477194), (127.1489994, 37.4772558), (127.1490523, 37.4774688), (127.1494502, 37.4774065), (127.1494318, 37.4773328), (127.1495088, 37.4773206), (127.1495246, 37.4773832), (127.1497194, 37.4773522), (127.1497111, 37.4773193), (127.1496462, 37.4770631), (127.1496313, 37.4770041), (127.1496894, 37.4769948), (127.1496806, 37.4769607), (127.1498229, 37.4769376), (127.1498347, 37.4769832), (127.1499948, 37.476957), (127.1499556, 37.4768066), (127.1492435, 37.4769235), (127.1492377, 37.4769136), (127.1492292, 37.4769098), (127.1489711, 37.4769251), (127.1489468, 37.4769323), (127.1489284, 37.4769461), (127.1489202, 37.4769622)]"
school,"[(127.1501905, 37.4769437), (127.150327, 37.477093), (127.1504624, 37.4770151), (127.1504314, 37.4769813), (127.1505759, 37.4768981), (127.15061, 37.4769354), (127.1506714, 37.4769001), (127.1506952, 37.4769261), (127.1509311, 37.4771842), (127.1514555, 37.4768823), (127.1512928, 37.4767043), (127.1509382, 37.4769085), (127.1508988, 37.4768654), (127.1509238, 37.476851), (127.1508964, 37.4768211), (127.1508544, 37.4768452), (127.1508703, 37.4768627), (127.1508193, 37.4768921), (127.1507733, 37.4768418), (127.1509476, 37.4767415), (127.150896, 37.476685), (127.1510352, 37.476605), (127.1510894, 37.4766643), (127.1511992, 37.4766011), (127.1511426, 37.4765392), (127.151174, 37.4765211), (127.1510903, 37.4764295), (127.1506642, 37.4766747), (127.1506555, 37.4766653), (127.1505546, 37.4767234), (127.150561, 37.4767304), (127.1501905, 37.4769437)]"
school,"[(127.1718718, 37.4578199), (127.1720232, 37.4579397), (127.1720741, 37.4578992), (127.1720421, 37.4578739), (127.1722847, 37.4576808), (127.1723358, 37.4577212), (127.1723783, 37.4576874), (127.1724038, 37.4577075), (127.1724461, 37.4576739), (127.1724206, 37.4576537), (127.1725314, 37.4575654), (127.1724604, 37.4575092), (127.1727344, 37.4572909), (127.172549, 37.4571442), (127.1724199, 37.4572471), (127.1725122, 37.4573201), (127.1722718, 37.4575116), (127.1722537, 37.4574973), (127.172176, 37.4575592), (127.1722147, 37.4575899), (127.1719515, 37.4577994), (127.1719245, 37.457778), (127.1718718, 37.4578199)]"
school,"[(127.1370736, 37.4614175), (127.1370891, 37.4614555), (127.1371897, 37.4614293), (127.1371744, 37.4613917), (127.1370736, 37.4614175)]"
school,"[(126.7833676, 37.6499323), (126.7841585, 37.6504854), (126.7843007, 37.650359), (126.7836346, 37.6499027), (126.7841361, 37.6494207), (126.7842558, 37.6494938), (126.784181, 37.649555), (126.784423, 37.6497249), (126.7845128, 37.6496637), (126.7846026, 37.6497407), (126.7844704, 37.6498671), (126.7845527, 37.6499145), (126.7847473, 37.6497288), (126.7841386, 37.6493041), (126.7833676, 37.6499323)]"
church,"[(127.0080342, 37.5742502), (127.0080473, 37.5742523), (127.0080395, 37.5742827), (127.0080562, 37.5742854), (127.0080467, 37.5743225), (127.0080634, 37.5743252), (127.0080594, 37.5743409), (127.0081083, 37.5743487), (127.0081203, 37.574302), (127.0082278, 37.5743193), (127.008244, 37.5742563), (127.0082571, 37.5742584), (127.0082771, 37.5741801), (127.0081726, 37.5741633), (127.0081772, 37.5741452), (127.0080657, 37.5741272), (127.0080342, 37.5742502)]"
hotel,"[(126.9830566, 37.5747684), (126.9832739, 37.574762), (126.9833168, 37.5746578), (126.9836789, 37.5747599), (126.9838801, 37.5745367), (126.9837513, 37.574492), (126.9837165, 37.5745494), (126.9836521, 37.5745324), (126.9837352, 37.5743921), (126.9840827, 37.5745129), (126.98421, 37.5743921), (126.9838157, 37.5742582), (126.9837379, 37.5741753), (126.9834912, 37.5741498), (126.9834, 37.5744219), (126.9830781, 37.5743411), (126.9830566, 37.5747684)]"
school,"[(127.0013878, 37.5616271), (127.0013925, 37.5616736), (127.0014, 37.5617468), (127.0017028, 37.5617273), (127.0017, 37.5616992), (127.0018611, 37.5616888), (127.0018847, 37.5619168), (127.0017623, 37.5619248), (127.0017551, 37.5618555), (127.0014258, 37.5618771), (127.0014351, 37.5619661), (127.001873, 37.5619374), (127.0018802, 37.5620067), (127.0020142, 37.5619979), (127.002009, 37.5619482), (127.0022896, 37.5619278), (127.0022859, 37.5618861), (127.0022752, 37.5617692), (127.0021757, 37.561775), (127.0019804, 37.5617878), (127.0019712, 37.5617002), (127.0020825, 37.5616929), (127.002081, 37.5616782), (127.002165, 37.5616728), (127.0021553, 37.5615779), (127.0013878, 37.5616271)]"
school,"[(127.0021757, 37.561775), (127.0022752, 37.5617692), (127.0022859, 37.5618861), (127.0023582, 37.5618819), (127.0023485, 37.5617756), (127.002398, 37.5617151), (127.002276, 37.5616524), (127.0021757, 37.561775)]"
retail,"[(126.7735521, 37.5162046), (126.7736529, 37.5162526), (126.7737005, 37.5161959), (126.7735961, 37.5161538), (126.7735521, 37.5162046)]"
school,"[(126.7702875, 37.5184672), (126.7705192, 37.5185138), (126.7705355, 37.5180738), (126.7702908, 37.5180686), (126.7702875, 37.5184672)]"
school,"[(126.7745025, 37.5179282), (126.7746876, 37.5179304), (126.7747064, 37.5175729), (126.774524, 37.5175708), (126.7745025, 37.5179282)]"
retail,"[(126.7723088, 37.516496), (126.7725251, 37.516496), (126.7725104, 37.5163204), (126.7723186, 37.5163126), (126.7723088, 37.516496)]"
retail,"[(126.7728319, 37.5168019), (126.7729552, 37.5167987), (126.7730733, 37.5166349), (126.7730075, 37.5166072), (126.7728989, 37.5167062), (126.7728412, 37.5167093), (126.7728319, 37.5168019)]"
retail,"[(126.7732923, 37.5152576), (126.7733919, 37.515306), (126.7734595, 37.5152386), (126.7734404, 37.5152197), (126.7733257, 37.5152235), (126.7732923, 37.5152576)]"
kindergarten,"[(127.1156623, 37.5361627), (127.1157363, 37.536258), (127.1158318, 37.5362092), (127.1157548, 37.5361139), (127.1156623, 37.5361627)]"
church,"[(127.0257551, 37.523649), (127.0258188, 37.5236798), (127.0260506, 37.5236728), (127.0260666, 37.5235746), (127.0258507, 37.5235016), (127.0257551, 37.523649)]"
school,"[(127.064323, 37.4945334), (127.064854, 37.4946909), (127.064834, 37.4947335), (127.0649871, 37.494779), (127.0650086, 37.4947333), (127.0656699, 37.4949296), (127.0657098, 37.494845), (127.0644752, 37.4944784), (127.0645328, 37.4943562), (127.0646415, 37.4943885), (127.0648355, 37.4939774), (127.0647206, 37.4939432), (127.064543, 37.4943195), (127.0644894, 37.4943036), (127.064468, 37.4943488), (127.0644171, 37.4943337), (127.064323, 37.4945334)]"
